name,released,rating,ratings_count,added,reviews_count,genres,platform,game_mode,status_yet,status_owned,status_beaten,status_toplay,status_dropped,status_playing,platform_visual,genres_visual,rating_rango,genres_clean
Grand Theft Auto V,2013-09-17,4.47,7334,22482,7457,['Action'],"['PC', 'PlayStation', 'Xbox']",Both,557,12857,6455,649,1185,779,"['PC', 'PlayStation', 'Xbox']",['Action'],"(373.0, 7334.0]",['Action']
The Witcher 3: Wild Hunt,2015-05-18,4.64,7142,22119,7261,"['Action', 'RPG']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']",Singleplayer,1207,12857,5284,850,1025,896,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']","['Action', 'RPG']","(373.0, 7334.0]","['Action', 'RPG']"
Portal 2,2011-04-18,4.58,6066,20829,6123,"['Shooter', 'Puzzle']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']",Both,672,13095,5843,410,645,164,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']","['Shooter', 'Puzzle']","(373.0, 7334.0]","['Shooter', 'Puzzle']"
Counter-Strike: Global Offensive,2012-08-21,3.57,3626,18342,3664,['Shooter'],"['PC', 'PlayStation', 'Xbox', 'Linux']",Multiplayer,267,14099,1143,80,2120,633,"['PC', 'PlayStation', 'Xbox', 'Linux']",['Shooter'],"(373.0, 7334.0]",['Shooter']
Tomb Raider (2013),2013-03-05,4.06,4079,17782,4113,['Action'],"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh']",Both,700,11584,4522,295,564,117,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh']",['Action'],"(373.0, 7334.0]",['Action']
Portal,2007-10-09,4.49,4988,17754,5033,"['Action', 'Puzzle']","['PC', 'PlayStation', 'Xbox', 'Android', 'Apple Macintosh', 'Linux', 'Nintendo']",Singleplayer,473,11144,5320,295,435,87,"['PC', 'PlayStation', 'Xbox', 'Android', 'Apple Macintosh', 'Linux', 'Nintendo']","['Action', 'Puzzle']","(373.0, 7334.0]","['Action', 'Puzzle']"
Left 4 Dead 2,2009-11-17,4.09,3397,17480,3424,"['Action', 'Shooter']","['PC', 'Xbox', 'Apple Macintosh', 'Linux']",Both,398,12902,2655,118,1252,155,"['PC', 'Xbox', 'Apple Macintosh', 'Linux']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
The Elder Scrolls V: Skyrim,2011-11-11,4.42,4897,16810,4954,"['Action', 'RPG']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Singleplayer,530,10003,4036,437,1396,408,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Action', 'RPG']","(373.0, 7334.0]","['Action', 'RPG']"
Red Dead Redemption 2,2018-10-26,4.59,5450,16787,5582,['Action'],"['PC', 'PlayStation', 'Xbox']",Both,1018,8791,3579,1669,765,965,"['PC', 'PlayStation', 'Xbox']",['Action'],"(373.0, 7334.0]",['Action']
BioShock Infinite,2013-03-26,4.38,4163,16085,4206,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox', 'Linux', 'Nintendo']",Singleplayer,855,9645,4511,447,522,105,"['PC', 'PlayStation', 'Xbox', 'Linux', 'Nintendo']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Half-Life 2,2004-11-16,4.48,4082,16062,4110,"['Action', 'Shooter']","['PC', 'Xbox', 'Android', 'Apple Macintosh', 'Linux']",Both,724,10342,3960,339,595,102,"['PC', 'Xbox', 'Android', 'Apple Macintosh', 'Linux']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Borderlands 2,2012-09-18,4.01,3307,15988,3328,"['Action', 'Shooter', 'RPG']","['PC', 'PlayStation', 'Xbox', 'Android', 'Apple Macintosh', 'Linux']",Both,647,11093,2439,253,1335,221,"['PC', 'PlayStation', 'Xbox', 'Android', 'Apple Macintosh', 'Linux']","['Action', 'Shooter', 'RPG']","(373.0, 7334.0]","['Action', 'Shooter', 'RPG']"
Life is Strange,2015-01-29,4.12,3761,15886,3808,['Adventure'],"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Linux']",Singleplayer,802,10314,3563,381,672,154,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Linux']",['Adventure'],"(373.0, 7334.0]",['Adventure']
BioShock,2007-08-21,4.36,3354,14746,3398,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh']",Singleplayer,658,9552,3319,343,758,116,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Destiny 2,2017-09-06,3.52,2664,14575,2690,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox', 'Web']",Both,483,11099,807,175,1600,411,"['PC', 'PlayStation', 'Xbox', 'Web']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
God of War (2018),2018-04-20,4.55,5124,14490,5233,['Action'],"['PC', 'PlayStation']",Singleplayer,730,7323,4411,1213,389,424,"['PC', 'PlayStation']",['Action'],"(373.0, 7334.0]",['Action']
Fallout 4,2015-11-09,3.81,3415,14259,3452,"['Action', 'RPG']","['PC', 'PlayStation', 'Xbox']",Singleplayer,659,9031,2417,437,1386,329,"['PC', 'PlayStation', 'Xbox']","['Action', 'RPG']","(373.0, 7334.0]","['Action', 'RPG']"
PAYDAY 2,2013-08-13,3.52,2240,14130,2263,"['Action', 'Shooter']","['PC', 'Xbox', 'Linux']",Both,501,11065,850,109,1483,122,"['PC', 'Xbox', 'Linux']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Limbo,2010-07-21,4.14,3392,14128,3435,"['Action', 'Adventure', 'Indie', 'Puzzle', 'Platformer']","['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Linux', 'Nintendo']",Singleplayer,585,8984,3394,320,747,98,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Linux', 'Nintendo']","['Action', 'Adventure', 'Indie', 'Puzzle', 'Platformer']","(373.0, 7334.0]","['Action', 'Adventure', 'Indie', 'Puzzle', 'Platformer']"
Team Fortress 2,2007-10-10,3.68,2934,14034,2963,"['Action', 'Shooter']","['PC', 'Apple Macintosh', 'Linux']",Multiplayer,199,10911,826,50,1868,180,"['PC', 'Apple Macintosh', 'Linux']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
DOOM (2016),2016-05-12,4.38,3618,14001,3659,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Both,604,8775,3008,525,782,307,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Cyberpunk 2077,2020-12-10,4.23,2977,13897,3085,"['Action', 'Shooter', 'RPG']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Singleplayer,873,7016,2513,2448,510,537,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Action', 'Shooter', 'RPG']","(373.0, 7334.0]","['Action', 'Shooter', 'RPG']"
Terraria,2011-05-16,4.07,2462,13493,2490,"['Action', 'Indie', 'Platformer']","['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Linux', 'Nintendo']",Both,406,9962,1300,204,1380,241,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Linux', 'Nintendo']","['Action', 'Indie', 'Platformer']","(373.0, 7334.0]","['Action', 'Indie', 'Platformer']"
Grand Theft Auto IV,2008-04-29,4.26,3094,13169,3128,['Action'],"['PC', 'PlayStation', 'Xbox']",Both,383,8331,2929,266,1137,123,"['PC', 'PlayStation', 'Xbox']",['Action'],"(373.0, 7334.0]",['Action']
Dota 2,2013-07-09,3.07,2847,13168,2886,"['Action', 'Massively Multiplayer']","['PC', 'Apple Macintosh', 'Linux']",Multiplayer,212,10123,560,32,1765,476,"['PC', 'Apple Macintosh', 'Linux']","['Action', 'Massively Multiplayer']","(373.0, 7334.0]","['Action', 'Massively Multiplayer']"
Warframe,2013-03-25,3.42,2111,13137,2126,"['Action', 'Shooter', 'RPG', 'Massively Multiplayer']","['PC', 'PlayStation', 'Xbox', 'iOS', 'Nintendo']",Both,314,10544,286,83,1632,278,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Nintendo']","['Action', 'Shooter', 'RPG', 'Massively Multiplayer']","(373.0, 7334.0]","['Action', 'Shooter', 'RPG', 'Massively Multiplayer']"
Rocket League,2015-07-07,3.93,2853,12828,2877,"['Sports', 'Racing', 'Indie']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",Both,195,9404,877,111,1694,547,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']","['Sports', 'Racing', 'Indie']","(373.0, 7334.0]","['Sports', 'Racing', 'Indie']"
Horizon Zero Dawn,2017-02-28,4.28,3767,12803,3817,"['Action', 'RPG']","['PC', 'PlayStation']",Singleplayer,691,6980,3029,830,785,488,"['PC', 'PlayStation']","['Action', 'RPG']","(373.0, 7334.0]","['Action', 'RPG']"
Metro 2033,2010-03-16,3.94,2278,12727,2285,"['Action', 'Shooter']","['PC', 'Xbox']",Singleplayer,634,9375,2018,184,479,37,"['PC', 'Xbox']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Rise of the Tomb Raider,2015-11-10,4.04,2796,12384,2820,['Action'],"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh']",Singleplayer,687,7847,2847,409,436,158,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh']",['Action'],"(373.0, 7334.0]",['Action']
Batman: Arkham Knight,2015-06-23,4.25,2679,12249,2703,['Action'],"['PC', 'PlayStation', 'Xbox', 'Nintendo']",Singleplayer,861,7915,2452,398,458,165,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",['Action'],"(373.0, 7334.0]",['Action']
Metal Gear Solid V: The Phantom Pain,2015-09-01,4.16,2524,12177,2543,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox']",Both,816,8046,1634,464,967,250,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Grand Theft Auto: San Andreas,2004-10-26,4.5,4039,12071,4068,['Action'],"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh']",Both,284,6429,3851,216,1156,135,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh']",['Action'],"(373.0, 7334.0]",['Action']
The Witcher 2: Assassins of Kings Enhanced Edition,2012-04-16,4.17,2179,12029,2195,['RPG'],"['PC', 'Xbox', 'Apple Macintosh']",Singleplayer,835,8464,1935,204,494,97,"['PC', 'Xbox', 'Apple Macintosh']",['RPG'],"(373.0, 7334.0]",['RPG']
Apex Legends,2019-02-04,3.63,2410,12005,2436,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']",Multiplayer,185,9008,461,83,1748,520,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
The Witcher: Enhanced Edition Director's Cut,2008-09-16,4.06,2051,11924,2066,"['Action', 'RPG']","['PC', 'Apple Macintosh']",Singleplayer,741,8693,1636,142,606,106,"['PC', 'Apple Macintosh']","['Action', 'RPG']","(373.0, 7334.0]","['Action', 'RPG']"
Hollow Knight,2017-02-23,4.4,2717,11824,2777,"['Action', 'Indie', 'Platformer']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",Singleplayer,882,7020,1754,677,941,550,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']","['Action', 'Indie', 'Platformer']","(373.0, 7334.0]","['Action', 'Indie', 'Platformer']"
Middle-earth: Shadow of Mordor,2014-09-30,3.91,2549,11754,2580,"['Action', 'RPG']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']",Singleplayer,571,7752,2265,352,733,81,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']","['Action', 'RPG']","(373.0, 7334.0]","['Action', 'RPG']"
Half-Life 2: Lost Coast,2005-10-27,3.45,1171,11686,1174,['Action'],"['PC', 'Apple Macintosh', 'Linux']",Both,711,9635,1076,81,177,6,"['PC', 'Apple Macintosh', 'Linux']",['Action'],"(373.0, 7334.0]",['Action']
The Walking Dead: Season 1,2012-04-23,4.36,2476,11662,2500,"['Action', 'Adventure']","['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Nintendo']",Singleplayer,360,7989,2764,179,327,43,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Nintendo']","['Action', 'Adventure']","(373.0, 7334.0]","['Action', 'Adventure']"
Little Nightmares,2017-04-27,4.03,1630,11650,1662,"['Action', 'Adventure', 'Platformer']","['PC', 'PlayStation', 'Xbox', 'iOS', 'Nintendo']",Singleplayer,801,8475,1522,397,331,124,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Nintendo']","['Action', 'Adventure', 'Platformer']","(373.0, 7334.0]","['Action', 'Adventure', 'Platformer']"
BioShock 2,2010-02-09,4.07,1958,11544,1973,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']",Both,803,8048,1947,283,418,45,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Half-Life,1998-11-19,4.38,2432,11504,2456,"['Action', 'Shooter']","['PC', 'PlayStation', 'Apple Macintosh', 'Linux', 'SEGA']",Both,424,7648,2600,184,581,67,"['PC', 'PlayStation', 'Apple Macintosh', 'Linux', 'SEGA']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Half-Life 2: Episode One,2006-06-01,4.38,2057,11383,2066,"['Action', 'Shooter']","['PC', 'Xbox', 'Android', 'Apple Macintosh', 'Linux']",Singleplayer,578,8109,2430,108,135,23,"['PC', 'Xbox', 'Android', 'Apple Macintosh', 'Linux']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Half-Life 2: Episode Two,2007-10-10,4.46,2011,11275,2021,"['Action', 'Shooter', 'Puzzle']","['PC', 'Xbox', 'Android', 'Apple Macintosh', 'Linux']",Both,616,8048,2332,115,142,22,"['PC', 'Xbox', 'Android', 'Apple Macintosh', 'Linux']","['Action', 'Shooter', 'Puzzle']","(373.0, 7334.0]","['Action', 'Shooter', 'Puzzle']"
Half-Life 2: Deathmatch,2004-11-01,3.29,909,11249,912,['Action'],"['PC', 'Apple Macintosh', 'Linux']",Multiplayer,572,9850,332,26,455,14,"['PC', 'Apple Macintosh', 'Linux']",['Action'],"(373.0, 7334.0]",['Action']
Dark Souls III,2016-04-11,4.4,2762,11199,2790,"['Action', 'RPG']","['PC', 'PlayStation', 'Xbox']",Both,657,6832,2154,593,684,279,"['PC', 'PlayStation', 'Xbox']","['Action', 'RPG']","(373.0, 7334.0]","['Action', 'RPG']"
Stardew Valley,2016-02-25,4.39,2446,10981,2479,"['RPG', 'Simulation', 'Indie']","['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Linux', 'Nintendo']",Both,478,7092,1088,375,1208,740,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Linux', 'Nintendo']","['RPG', 'Simulation', 'Indie']","(373.0, 7334.0]","['RPG', 'Simulation', 'Indie']"
BioShock Remastered,2016-09-15,4.24,1419,10909,1436,['Shooter'],"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']",Singleplayer,727,8299,1271,174,332,106,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']",['Shooter'],"(373.0, 7334.0]",['Shooter']
Mirror's Edge,2008-11-11,4.07,2378,10904,2402,['Action'],"['PC', 'PlayStation', 'Xbox']",Singleplayer,367,6990,2498,252,755,42,"['PC', 'PlayStation', 'Xbox']",['Action'],"(373.0, 7334.0]",['Action']
Hotline Miami,2012-10-22,4.38,2639,10892,2668,"['Action', 'Shooter', 'Arcade', 'Indie']","['PC', 'PlayStation', 'Xbox', 'Linux', 'Nintendo']",Singleplayer,392,7189,2366,218,642,85,"['PC', 'PlayStation', 'Xbox', 'Linux', 'Nintendo']","['Action', 'Shooter', 'Arcade', 'Indie']","(373.0, 7334.0]","['Action', 'Shooter', 'Arcade', 'Indie']"
Hitman,2016-03-11,3.93,2025,10871,2037,"['Action', 'Shooter', 'Simulation']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']",Singleplayer,783,7617,1253,379,707,132,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']","['Action', 'Shooter', 'Simulation']","(373.0, 7334.0]","['Action', 'Shooter', 'Simulation']"
Outlast,2013-09-03,3.75,1852,10862,1864,"['Action', 'Indie']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",Singleplayer,612,7747,1590,204,667,42,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']","['Action', 'Indie']","(373.0, 7334.0]","['Action', 'Indie']"
Far Cry 3,2012-11-28,4.26,2980,10789,3016,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox']",Both,338,5914,3667,233,572,65,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Deus Ex: Mankind Divided,2016-08-22,3.96,2010,10785,2032,"['Action', 'RPG']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']",Singleplayer,953,7342,1377,411,579,123,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']","['Action', 'RPG']","(373.0, 7334.0]","['Action', 'RPG']"
PlayerUnknown’s Battlegrounds,2017-12-20,3.27,1995,10688,2018,"['Action', 'Shooter', 'Massively Multiplayer']","['PC', 'PlayStation', 'Xbox']",Multiplayer,142,8294,454,74,1448,276,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter', 'Massively Multiplayer']","(373.0, 7334.0]","['Action', 'Shooter', 'Massively Multiplayer']"
Path of Exile,2013-10-23,3.65,1638,10635,1650,"['Action', 'RPG', 'Massively Multiplayer', 'Indie']","['PC', 'PlayStation', 'Xbox']",Both,346,8554,321,118,1108,188,"['PC', 'PlayStation', 'Xbox']","['Action', 'RPG', 'Massively Multiplayer', 'Indie']","(373.0, 7334.0]","['Action', 'RPG', 'Massively Multiplayer', 'Indie']"
Alan Wake,2010-05-14,4.09,2281,10489,2300,"['Action', 'Shooter', 'Adventure']","['PC', 'Xbox']",Singleplayer,609,6780,2137,323,544,96,"['PC', 'Xbox']","['Action', 'Shooter', 'Adventure']","(373.0, 7334.0]","['Action', 'Shooter', 'Adventure']"
Marvel's Spider-Man,2018-09-07,4.45,3688,10449,3761,['Action'],"['PC', 'PlayStation']",Singleplayer,380,5087,3482,983,239,278,"['PC', 'PlayStation']",['Action'],"(373.0, 7334.0]",['Action']
Wolfenstein: The New Order,2014-05-19,4.18,2506,10444,2527,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox']",Both,499,6553,2603,322,379,88,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Garry's Mod,2004-12-24,3.81,1603,10430,1616,"['Action', 'Adventure', 'Simulation', 'Casual', 'Indie']","['PC', 'Apple Macintosh', 'Linux']",Both,196,8349,564,55,1130,136,"['PC', 'Apple Macintosh', 'Linux']","['Action', 'Adventure', 'Simulation', 'Casual', 'Indie']","(373.0, 7334.0]","['Action', 'Adventure', 'Simulation', 'Casual', 'Indie']"
Amnesia: The Dark Descent,2010-09-08,3.65,1232,10428,1251,"['Action', 'Adventure', 'Indie']","['PC', 'Apple Macintosh', 'Linux']",Singleplayer,771,8187,801,154,482,33,"['PC', 'Apple Macintosh', 'Linux']","['Action', 'Adventure', 'Indie']","(373.0, 7334.0]","['Action', 'Adventure', 'Indie']"
Detroit: Become Human,2018-05-25,4.34,3309,10414,3379,"['Action', 'Adventure']","['PC', 'PlayStation']",Singleplayer,602,5194,3314,899,220,185,"['PC', 'PlayStation']","['Action', 'Adventure']","(373.0, 7334.0]","['Action', 'Adventure']"
Spec Ops: The Line,2012-06-26,4.1,1941,10393,1961,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox']",Both,505,7366,1934,197,349,42,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Half-Life Deathmatch: Source,2006-05-01,3.21,729,10388,730,['Action'],"['PC', 'Apple Macintosh', 'Linux']",Multiplayer,573,9206,244,21,339,5,"['PC', 'Apple Macintosh', 'Linux']",['Action'],"(373.0, 7334.0]",['Action']
Saints Row: The Third,2011-11-15,3.95,2070,10333,2086,"['Action', 'Adventure']","['PC', 'PlayStation', 'Xbox', 'Linux']",Both,298,7262,2136,129,479,29,"['PC', 'PlayStation', 'Xbox', 'Linux']","['Action', 'Adventure']","(373.0, 7334.0]","['Action', 'Adventure']"
Prey,2017-05-05,4.28,2239,10230,2278,"['Action', 'Shooter', 'RPG']","['PC', 'PlayStation', 'Xbox']",Singleplayer,791,6230,1641,664,674,230,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter', 'RPG']","(373.0, 7334.0]","['Action', 'Shooter', 'RPG']"
Fallout: New Vegas,2010-10-19,4.43,2619,10214,2641,"['Action', 'Shooter', 'RPG']","['PC', 'PlayStation', 'Xbox']",Singleplayer,669,6084,2116,363,788,194,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter', 'RPG']","(373.0, 7334.0]","['Action', 'Shooter', 'RPG']"
Borderlands,2009-10-20,3.82,2119,10135,2137,"['Action', 'Shooter', 'RPG']","['PC', 'PlayStation', 'Xbox']",Both,310,6957,1773,193,841,61,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter', 'RPG']","(373.0, 7334.0]","['Action', 'Shooter', 'RPG']"
The Elder Scrolls V: Skyrim Special Edition,2016-10-27,4.45,1969,10076,1979,"['Action', 'RPG']","['PC', 'PlayStation', 'Xbox']",Singleplayer,307,7448,1461,131,472,257,"['PC', 'PlayStation', 'Xbox']","['Action', 'RPG']","(373.0, 7334.0]","['Action', 'RPG']"
Dishonored 2,2016-11-10,4.26,2021,10009,2043,"['Action', 'RPG']","['PC', 'PlayStation', 'Xbox']",Singleplayer,787,6311,1706,597,447,161,"['PC', 'PlayStation', 'Xbox']","['Action', 'RPG']","(373.0, 7334.0]","['Action', 'RPG']"
Dishonored,2012-09-25,4.38,2721,9967,2753,"['Action', 'Adventure', 'RPG']","['PC', 'PlayStation', 'Xbox']",Singleplayer,492,5266,3139,377,595,98,"['PC', 'PlayStation', 'Xbox']","['Action', 'Adventure', 'RPG']","(373.0, 7334.0]","['Action', 'Adventure', 'RPG']"
Don't Starve Together,2016-04-21,3.77,1394,9952,1407,"['Action', 'Simulation', 'Indie']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']",Both,360,7718,368,138,1188,180,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']","['Action', 'Simulation', 'Indie']","(373.0, 7334.0]","['Action', 'Simulation', 'Indie']"
Hellblade: Senua's Sacrifice,2017-08-07,4.22,2295,9899,2351,"['Action', 'Adventure', 'Indie']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Singleplayer,716,5771,1899,814,501,198,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Action', 'Adventure', 'Indie']","(373.0, 7334.0]","['Action', 'Adventure', 'Indie']"
Company of Heroes 2,2013-06-25,3.1,871,9872,875,['Strategy'],"['PC', 'Apple Macintosh', 'Linux']",Both,708,8507,222,68,333,34,"['PC', 'Apple Macintosh', 'Linux']",['Strategy'],"(373.0, 7334.0]",['Strategy']
Grand Theft Auto: Vice City,2002-10-27,4.45,3086,9860,3104,['Action'],"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh']",Both,276,5351,3081,177,912,63,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh']",['Action'],"(373.0, 7334.0]",['Action']
Injustice: Gods Among Us Ultimate Edition,2013-11-12,3.53,1423,9859,1428,"['Action', 'Arcade', 'Fighting']","['PC', 'PlayStation', 'Xbox']",Both,356,7951,908,45,573,26,"['PC', 'PlayStation', 'Xbox']","['Action', 'Arcade', 'Fighting']","(373.0, 7334.0]","['Action', 'Arcade', 'Fighting']"
Sid Meier's Civilization V,2010-09-21,4.29,2015,9764,2025,['Strategy'],"['PC', 'Apple Macintosh', 'Linux']",Both,240,7368,1158,85,753,160,"['PC', 'Apple Macintosh', 'Linux']",['Strategy'],"(373.0, 7334.0]",['Strategy']
Hitman: Absolution,2012-11-19,3.76,1648,9758,1662,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']",Both,430,7107,1526,162,502,31,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Assassin’s Creed IV: Black Flag,2013-10-29,4.15,2647,9753,2671,['Action'],"['PC', 'PlayStation', 'Xbox', 'Nintendo']",Both,483,5321,2852,278,703,116,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",['Action'],"(373.0, 7334.0]",['Action']
L.A. Noire,2011-05-17,4.16,2064,9713,2084,"['Action', 'Adventure']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Singleplayer,590,6164,1585,499,744,131,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Action', 'Adventure']","(373.0, 7334.0]","['Action', 'Adventure']"
Control,2019-08-27,4.15,2034,9700,2081,"['Action', 'Shooter', 'Adventure']","['PC', 'PlayStation', 'Xbox']",Singleplayer,739,5439,1732,958,551,281,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter', 'Adventure']","(373.0, 7334.0]","['Action', 'Shooter', 'Adventure']"
Super Meat Boy,2010-10-20,3.98,1765,9686,1776,"['Indie', 'Platformer']","['PC', 'PlayStation', 'Xbox', 'Android', 'Apple Macintosh', 'Linux', 'Nintendo', 'Web']",Singleplayer,348,7101,783,148,1218,88,"['PC', 'PlayStation', 'Xbox', 'Android', 'Apple Macintosh', 'Linux', 'Nintendo', 'Web']","['Indie', 'Platformer']","(373.0, 7334.0]","['Indie', 'Platformer']"
For Honor,2017-02-13,3.3,1678,9674,1687,"['Action', 'Massively Multiplayer']","['PC', 'PlayStation', 'Xbox']",Both,617,7312,365,122,1157,101,"['PC', 'PlayStation', 'Xbox']","['Action', 'Massively Multiplayer']","(373.0, 7334.0]","['Action', 'Massively Multiplayer']"
Star Wars Jedi: Fallen Order,2019-11-15,4.14,2269,9639,2333,"['Action', 'Adventure']","['PC', 'PlayStation', 'Xbox']",Singleplayer,463,5353,2227,861,462,273,"['PC', 'PlayStation', 'Xbox']","['Action', 'Adventure']","(373.0, 7334.0]","['Action', 'Adventure']"
Uncharted 4: A Thief’s End,2016-05-10,4.48,3717,9584,3755,"['Action', 'Shooter']",['PlayStation'],Other,426,4870,3418,595,172,103,['PlayStation'],"['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
